video_id,title,description,published_at,view_count,comment_count,duration_sec,brand,full_text,url
Inkl9e-OrD4,"Cookies & Cream Cocoa Mousse Cup, Turtle Cheesecake, & More! | Crumbl","Our present to you: a new menu 🎁🎄 Dec 8–13 👇

✨ COOKIES & CREAM COCOA MOUSSE CUP (NEW)
Layers of cocoa mousse, cookies & cream streusel, and dark chocolate cake, finished with marshmallow mousse, toasted marshmallows, chocolate drizzle, and cookies & cream pieces around the rim.

🟠 TURTLE CHEESECAKE
A velvety cheesecake baked on a rich cookies & cream crust, dripping with golden caramel, luscious ganache, and a sprinkle of crunchy pecan pieces.

🎁 HOLIDAY M&M'S® COOKIE (NEW)
A warm original cookie packed with a holiday blend of M&M’S® Milk Chocolate Candies.

🎄 HOLIDAY BIRTHDAY CAKE COOKIE
A scrumptious cake batter cookie topped with smooth cake batter cream cheese frosting and festive sprinkles.

🏕️ S'MORES BROWNIE COOKIE
A decadent explosion of rich flavors including brownie, graham cracker, milk chocolate chips, and perfectly melty marshmallows.

🌋 MOLTEN LAVA COOKIE
A scrumptious dark chocolate cookie oozing with hot fudge and sprinkled with powdered sugar.

🍪 SEMI-SWEET CHOCOLATE CHUNK COOKIE
Chocolate chip, but make it chunky—a delicious cookie filled with irresistible semi-sweet chocolate chunks and a sprinkle of flaky sea salt.",2025-12-08T01:00:24Z,124765,75,42.0,Crumbl,"Cookies & Cream Cocoa Mousse Cup, Turtle Cheesecake, & More! | Crumbl Our present to you: a new menu 🎁🎄 Dec 8–13 👇

✨ COOKIES & CREAM COCOA MOUSSE CUP (NEW)
Layers of cocoa mousse, cookies & cream streusel, and dark chocolate cake, finished with marshmallow mousse, toasted marshmallows, chocolate drizzle, and cookies & cream pieces around the rim.

🟠 TURTLE CHEESECAKE
A velvety cheesecake baked on a rich cookies & cream crust, dripping with golden caramel, luscious ganache, and a sprinkle of crunchy pecan pieces.

🎁 HOLIDAY M&M'S® COOKIE (NEW)
A warm original cookie packed with a holiday blend of M&M’S® Milk Chocolate Candies.

🎄 HOLIDAY BIRTHDAY CAKE COOKIE
A scrumptious cake batter cookie topped with smooth cake batter cream cheese frosting and festive sprinkles.

🏕️ S'MORES BROWNIE COOKIE
A decadent explosion of rich flavors including brownie, graham cracker, milk chocolate chips, and perfectly melty marshmallows.

🌋 MOLTEN LAVA COOKIE
A scrumptious dark chocolate cookie oozing with hot fudge and sprinkled with powdered sugar.

🍪 SEMI-SWEET CHOCOLATE CHUNK COOKIE
Chocolate chip, but make it chunky—a delicious cookie filled with irresistible semi-sweet chocolate chunks and a sprinkle of flaky sea salt.",https://www.youtube.com/watch?v=Inkl9e-OrD4
_qmvYBNotCA,Cool Ranch Chicken Sliders #kingshawaiian,"Ingredients
● 1 package King's Hawaiian Original Hawaiian Sweet Rolls
● 2 chicken breasts, cut into cutlets
● 2 eggs, beaten
● 2 cups crushed Cool Ranch Doritos
● 6 slices provolone cheese
● Ranch dressing
● Shredded lettuce
● Oil for frying

Directions
1. Slice rolls in half and toast at 350°F until golden brown. 
2. Create breading station with egg wash and crushed Doritos.
3. Coat chicken in egg, then press into Doritos until fully covered.
4. Fry until golden brown and cooked through.
5. Top each cutlet with provolone and melt under broiler for 30 seconds.
6. Spread ranch on bottom, add chicken, lettuce, and more ranch.
7. Place on top rolls, cut and serve crispy and hot.",2026-02-14T04:33:13Z,15289,10,35.0,King's Hawaiian,"Cool Ranch Chicken Sliders #kingshawaiian Ingredients
● 1 package King's Hawaiian Original Hawaiian Sweet Rolls
● 2 chicken breasts, cut into cutlets
● 2 eggs, beaten
● 2 cups crushed Cool Ranch Doritos
● 6 slices provolone cheese
● Ranch dressing
● Shredded lettuce
● Oil for frying

Directions
1. Slice rolls in half and toast at 350°F until golden brown. 
2. Create breading station with egg wash and crushed Doritos.
3. Coat chicken in egg, then press into Doritos until fully covered.
4. Fry until golden brown and cooked through.
5. Top each cutlet with provolone and melt under broiler for 30 seconds.
6. Spread ranch on bottom, add chicken, lettuce, and more ranch.
7. Place on top rolls, cut and serve crispy and hot.",https://www.youtube.com/watch?v=_qmvYBNotCA
o6xNgyTx-Gs,Mini Cranberry Grilled Cheese Bites #kingshawaiian,"Ingredients:
-King’s Hawaiian Original Hawaiian Sweet Rolls
-White cheddar cheese (sliced)
-Cranberry sauce
-Mayonnaise (or butter)

Preparation:
1. Slice King’s Hawaiian Original Hawaiian Sweet Rolls into 3-4 slices each
2. Spread mayonnaise (or butter) on sliced roll pieces
3. Assemble mini grilled cheese bites in a skillet and grill until golden brown on both sides (grill open-face with cheese, then add cranberry sauce)

#kingshawaiian",2025-12-20T16:52:13Z,25483,10,14.0,King's Hawaiian,"Mini Cranberry Grilled Cheese Bites #kingshawaiian Ingredients:
-King’s Hawaiian Original Hawaiian Sweet Rolls
-White cheddar cheese (sliced)
-Cranberry sauce
-Mayonnaise (or butter)

Preparation:
1. Slice King’s Hawaiian Original Hawaiian Sweet Rolls into 3-4 slices each
2. Spread mayonnaise (or butter) on sliced roll pieces
3. Assemble mini grilled cheese bites in a skillet and grill until golden brown on both sides (grill open-face with cheese, then add cranberry sauce)

#kingshawaiian",https://www.youtube.com/watch?v=o6xNgyTx-Gs
pr6LmDewjuY,Mini Grilled Cheese Pretzel Bites #kingshawaiian,"Ingredients:
-King’s Hawaiian Soft Pretzel Bites
-2 tbsp melted butter
-1 tsp garlic powder
-Sliced cheddar cheese

Preparation:
1. Cut King’s Hawaiian Soft Pretzel Bites into 3-4 slices (each)
2. Assemble mini grilled cheese bites on a baking sheet (brush garlic butter on the sliced pretzel bites)
3. Bake at 350 for 10 minutes, then flip and bake an additional 5 minutes (or until cheese is melted)
4. Enjoy with soup",2025-12-05T20:00:51Z,13645,8,12.0,King's Hawaiian,"Mini Grilled Cheese Pretzel Bites #kingshawaiian Ingredients:
-King’s Hawaiian Soft Pretzel Bites
-2 tbsp melted butter
-1 tsp garlic powder
-Sliced cheddar cheese

Preparation:
1. Cut King’s Hawaiian Soft Pretzel Bites into 3-4 slices (each)
2. Assemble mini grilled cheese bites on a baking sheet (brush garlic butter on the sliced pretzel bites)
3. Bake at 350 for 10 minutes, then flip and bake an additional 5 minutes (or until cheese is melted)
4. Enjoy with soup",https://www.youtube.com/watch?v=pr6LmDewjuY
Nx-cJUWB6zo,What type of string cheese eater are you?,"We just launched our new Odds & Ends string cheese and we had to put our team to the ultimate test: What is the best way to eat it? Are you demure, pure chaos, or somewhere in between?",2024-10-12T16:00:31Z,4389,17,15.0,Misfits Market,"What type of string cheese eater are you? We just launched our new Odds & Ends string cheese and we had to put our team to the ultimate test: What is the best way to eat it? Are you demure, pure chaos, or somewhere in between?",https://www.youtube.com/watch?v=Nx-cJUWB6zo
Xb3-wE4I3CU,Don't throw away your leftover pickle juice (part 2),Hear us out: This pickle juice-spiked lemonade is actually really refreshing. Would you try it?,2024-07-23T18:36:59Z,8828,20,18.0,Misfits Market,Don't throw away your leftover pickle juice (part 2) Hear us out: This pickle juice-spiked lemonade is actually really refreshing. Would you try it?,https://www.youtube.com/watch?v=Xb3-wE4I3CU
pC_2F-l8l_A,Don't throw away your leftover pickle juice,"Don't let perfectly good pickle juice go to waste. Use it to extend the life of fresh whatever-you-have-in-your-fridge produce, like cukes, tomatoes, garlic, and more. Just add a sprinkle of salt and a splash of vinegar—white, rice, apple cider, red wine, or white wine will work. Let your veggies sit overnight and then enjoy fresh homemade(ish) pickles for the next few days. #pickles",2024-07-03T16:39:21Z,1794128,2157,31.0,Misfits Market,"Don't throw away your leftover pickle juice Don't let perfectly good pickle juice go to waste. Use it to extend the life of fresh whatever-you-have-in-your-fridge produce, like cukes, tomatoes, garlic, and more. Just add a sprinkle of salt and a splash of vinegar—white, rice, apple cider, red wine, or white wine will work. Let your veggies sit overnight and then enjoy fresh homemade(ish) pickles for the next few days. #pickles",https://www.youtube.com/watch?v=pC_2F-l8l_A
Ku_63wLhX38,How to Roast Brussels Sprouts,"For our latest roasting series spotlight, we’re teaching you how to achieve the crispy crunchiest Brussels sprouts.",2024-03-27T16:00:15Z,5048,15,49.0,Misfits Market,"How to Roast Brussels Sprouts For our latest roasting series spotlight, we’re teaching you how to achieve the crispy crunchiest Brussels sprouts.",https://www.youtube.com/watch?v=Ku_63wLhX38
6Dlv1ntPpsI,Red Velvet Banana Pudding by Magnolia Bakery,"INGREDIENTS: 
One 14 ounce can, sweetened condensed milk
1 ½ cups ice cold water
One 3.4-ounce package instant vanilla pudding mix (preferably Jell-O brand)
8 ounces of cream cheese, softened and cut into 8 pieces
3 cups heavy cream
One 9 x 13 inch layer of red velvet cake 
4 – 5 ripe bananas
1 cup of mini chocolate chips

TECHNIQUE:
In a small bowl, on the medium speed of an electric mixer, mix the sweetened condensed milk and water together until well combined, about 1 minute.  

Add the pudding mix and mix until there are no lumps and the mixture is smooth, about 2 minutes. Cover and refrigerate for 3-4 hours or overnight. 

Place the pudding mixture into the mixer bowl with the whisk attachment, add the cream cheese to the pudding mix. Mix until thoroughly combined and smooth. Place in the refrigerator while you prepare the whipped cream. 

In a clean mixer bowl with the whisk attachment whip the heavy cream on medium speed for about one minute until the cream starts to thicken, then increase the speed to medium high and whip the cream until stiff peaks form. Be careful not to over whip. Carefully add the pudding mixture into the whipped cream and mix on low speed until well blended and no streaks of pudding remain. 

Cut the red velvet cake into 4 inch squares. Cut each square into ½” layers. Set aside. 

To assemble the pudding select either a trifle bowl or a wide glass bowl with a 4-5-quart capacity. Spread a layer of pudding on the bottom and layer with enough slices of the red velvet cake to cover the layer, add sliced banana to cover the cake and sprinkle with 1/3 cup of mini chips.  Continue layering with 1/3 of the pudding mixture, another layer of cake, sliced bananas and mini chips. Repeat one more time ending with pudding. Sprinkle the top with crumbled red velvet cake and a tablespoon of mini chips. Cover tightly with plastic wrap and allow to chill in the refrigerator for 4 hours or overnight before serving.",2019-08-28T11:03:59Z,41130,10,74.0,Magnolia Bakery,"Red Velvet Banana Pudding by Magnolia Bakery INGREDIENTS: 
One 14 ounce can, sweetened condensed milk
1 ½ cups ice cold water
One 3.4-ounce package instant vanilla pudding mix (preferably Jell-O brand)
8 ounces of cream cheese, softened and cut into 8 pieces
3 cups heavy cream
One 9 x 13 inch layer of red velvet cake 
4 – 5 ripe bananas
1 cup of mini chocolate chips

TECHNIQUE:
In a small bowl, on the medium speed of an electric mixer, mix the sweetened condensed milk and water together until well combined, about 1 minute.  

Add the pudding mix and mix until there are no lumps and the mixture is smooth, about 2 minutes. Cover and refrigerate for 3-4 hours or overnight. 

Place the pudding mixture into the mixer bowl with the whisk attachment, add the cream cheese to the pudding mix. Mix until thoroughly combined and smooth. Place in the refrigerator while you prepare the whipped cream. 

In a clean mixer bowl with the whisk attachment whip the heavy cream on medium speed for about one minute until the cream starts to thicken, then increase the speed to medium high and whip the cream until stiff peaks form. Be careful not to over whip. Carefully add the pudding mixture into the whipped cream and mix on low speed until well blended and no streaks of pudding remain. 

Cut the red velvet cake into 4 inch squares. Cut each square into ½” layers. Set aside. 

To assemble the pudding select either a trifle bowl or a wide glass bowl with a 4-5-quart capacity. Spread a layer of pudding on the bottom and layer with enough slices of the red velvet cake to cover the layer, add sliced banana to cover the cake and sprinkle with 1/3 cup of mini chips.  Continue layering with 1/3 of the pudding mixture, another layer of cake, sliced bananas and mini chips. Repeat one more time ending with pudding. Sprinkle the top with crumbled red velvet cake and a tablespoon of mini chips. Cover tightly with plastic wrap and allow to chill in the refrigerator for 4 hours or overnight before serving.",https://www.youtube.com/watch?v=6Dlv1ntPpsI
BzYx6Fw_re4,homemade apple cider vinegar,"No apple shall be wasted! Instead of throwing away excess peels and apple cores, try making a beginner-friendly ferment of homemade apple cider vinegar.

Get our full recipe roundup and read up on all things apples on the blog → Link in bio 🍎

// INGREDIENTS //
6-8 apple cores and peels
1 quart water
3 tbsp honey (or 4 tbsp white sugar)

#cooking #recipes #recipe #healthyliving",2025-02-19T19:45:36Z,55837,29,79.0,Thrive Market,"homemade apple cider vinegar No apple shall be wasted! Instead of throwing away excess peels and apple cores, try making a beginner-friendly ferment of homemade apple cider vinegar.

Get our full recipe roundup and read up on all things apples on the blog → Link in bio 🍎

// INGREDIENTS //
6-8 apple cores and peels
1 quart water
3 tbsp honey (or 4 tbsp white sugar)

#cooking #recipes #recipe #healthyliving",https://www.youtube.com/watch?v=BzYx6Fw_re4
vVuU7DFl8cc,belVita Breakfast Biscuits están horneadas con energía nutritiva para tus mañanas.,Porque se requiere energía para #ShareTheEnergy.,2020-10-12T19:59:51Z,564089,15,16.0,BelVita,belVita Breakfast Biscuits están horneadas con energía nutritiva para tus mañanas. Porque se requiere energía para #ShareTheEnergy.,https://www.youtube.com/watch?v=vVuU7DFl8cc
82Kz8o2xiPc,"Good Morning, Hugh","Hugh Jackman is a real Morning Person. Just ask his neighbors. Since 2021, one daily scoop of AG1 has helped give Hugh the steady energy support he needs to tap the day away. Encore anyone? 🕺",2026-01-29T13:50:19Z,6000,9,31.0,Athletic Greens (AG1),"Good Morning, Hugh Hugh Jackman is a real Morning Person. Just ask his neighbors. Since 2021, one daily scoop of AG1 has helped give Hugh the steady energy support he needs to tap the day away. Encore anyone? 🕺",https://www.youtube.com/watch?v=82Kz8o2xiPc
JkMEje8UAhA,Mott’s Fruit Flavored Snacks,"Mott’s Fruit Flavored Snacks are made with real fruit and veggie juice and real fruit and fiber (made with pear, apple, and carrot juice concentrates & strawberry puree. Not intended to replace fruit or vegetables in the diet). Kids love ‘em, and so do moms, because when you give your kids something they love, you love it too!

Learn more at: https://www.motts.com/products/fruit-snacks",2017-07-31T15:27:02Z,13674,21,15.0,Motts,"Mott’s Fruit Flavored Snacks Mott’s Fruit Flavored Snacks are made with real fruit and veggie juice and real fruit and fiber (made with pear, apple, and carrot juice concentrates & strawberry puree. Not intended to replace fruit or vegetables in the diet). Kids love ‘em, and so do moms, because when you give your kids something they love, you love it too!

Learn more at: https://www.motts.com/products/fruit-snacks",https://www.youtube.com/watch?v=JkMEje8UAhA
7hwmiPrFCwI,Duke's Mayo Bird x @that40yearguy,"Have you been doing Thanksgiving wrong for 40 years?  Forget butter - Duke’s Mayo is the ultimate turkey hack. It spreads easier, stays on the bird, and delivers that crispy, golden-brown finish while keeping the meat moist and tender. Watch Dustin put the Duke’s Mayo Bird to the test and see why this is the new holiday tradition.

Get the full recipe: dukesmayobird.com
Bonus: Leftover turkey sandwiches taste even better with Duke’s on both sides of the bread.",2025-11-24T16:58:49Z,8910,20,118.0,Dukes Mayonnaise,"Duke's Mayo Bird x @that40yearguy Have you been doing Thanksgiving wrong for 40 years?  Forget butter - Duke’s Mayo is the ultimate turkey hack. It spreads easier, stays on the bird, and delivers that crispy, golden-brown finish while keeping the meat moist and tender. Watch Dustin put the Duke’s Mayo Bird to the test and see why this is the new holiday tradition.

Get the full recipe: dukesmayobird.com
Bonus: Leftover turkey sandwiches taste even better with Duke’s on both sides of the bread.",https://www.youtube.com/watch?v=7hwmiPrFCwI
ybrOwqsvwsU,The Duke's Country Radio - Yellow,This is the Duke's Country Song.  The Song About Duke's Country.  This is the Duke's Country Song.  And you can sing along.  It's Got Twang!,2025-07-04T15:09:09Z,3979,33,31.0,Dukes Mayonnaise,The Duke's Country Radio - Yellow This is the Duke's Country Song.  The Song About Duke's Country.  This is the Duke's Country Song.  And you can sing along.  It's Got Twang!,https://www.youtube.com/watch?v=ybrOwqsvwsU
dGT-g8zE9Fw,Factor | Hear From One of Our Chefs,"Ready-to-eat meal delivery services are not created equal.  At Factor, it's personal.  Everything is done from scratch -- every single day.

For more information, click here:  factormeals.com

Don't forget to subscribe and follow us:  https://www.youtube.com/channel/UCk7Qj2RXJBPH5O3h5hCl5PA
Like us on Facebook:   https://www.facebook.com/factormeals/ 
Follow us on Instagram:   https://www.instagram.com/factormeals/",2026-01-17T00:31:33Z,73951534,15,16.0,Factor_,"Factor | Hear From One of Our Chefs Ready-to-eat meal delivery services are not created equal.  At Factor, it's personal.  Everything is done from scratch -- every single day.

For more information, click here:  factormeals.com

Don't forget to subscribe and follow us:  https://www.youtube.com/channel/UCk7Qj2RXJBPH5O3h5hCl5PA
Like us on Facebook:   https://www.facebook.com/factormeals/ 
Follow us on Instagram:   https://www.instagram.com/factormeals/",https://www.youtube.com/watch?v=dGT-g8zE9Fw
5QyBX1dzGrU,Factor 75 Meals | Founder Nick Wernimont,"Factor 75 is a meal delivery service with a focus on providing fresh, high quality meals to people on the go. We offer meal options that are paleo, vegetarian, gluten-free, and more. 

Visit https://www.factor75.com/ to schedule your first meal delivery!

---------------------------------------------------------------------------------------------------------------

""I was fighting ... MMA fighter. Also had a full time job. Thought I was eating healthy and I thought I knew what nutrition was, but a few years into it my body was basically breaking down and it was very tired and run down. Fortunately, one of my trainers introduced me to a personal chef who worked with a lot of athletes. She started making meals and delivering them to me. The difference that they made was incredible and almost immediate. The biggest factor that impacted how well I performed and really my quality of life was food.

I figured how many people out there are like me that want to look, feel, and perform at their best and don't have the time or the skills to eat optimally. I can't be the only person who would love to feel this way, live this way, and not have to spend two to three hours every day just doing meal prep. It's as simple as offering people that want to perform at a higher level no matter what they're doing an option that allows them still to live their life, and do all the things they need to deal with in their job and their family but still be able to eat healthy and perform well through doing so.

Last time I actually saw my buddy was at a family ski trip in Colorado and he drove me to the airport. We had a great conversation, he had some really good insight, and he was really helpful in listening and was very giving of his time and his focus. After he passed, it changed my perspective way more than I ever would have anticipated as far as what is really important, what really matters. At the end of the day, I want to start a business that he would be proud of and I want him to be proud of me and I think that Factor 75 has been a vehicle for me to do a lot of things in that one, I can help people live a better, fuller life. Two, I can do something that I'm very passionate about and love doing. Three, it can allow me to have the ability to spend more time and more quality time with my family.

The time that you save and the impact that nutrition has can allow you to spend more time and a better quality time with your family doing the things that matter most with the people that matter most and then really enjoying a fuller life because of our service.""",2016-09-21T04:16:28Z,15047,28,154.0,Factor_,"Factor 75 Meals | Founder Nick Wernimont Factor 75 is a meal delivery service with a focus on providing fresh, high quality meals to people on the go. We offer meal options that are paleo, vegetarian, gluten-free, and more. 

Visit https://www.factor75.com/ to schedule your first meal delivery!

---------------------------------------------------------------------------------------------------------------

""I was fighting ... MMA fighter. Also had a full time job. Thought I was eating healthy and I thought I knew what nutrition was, but a few years into it my body was basically breaking down and it was very tired and run down. Fortunately, one of my trainers introduced me to a personal chef who worked with a lot of athletes. She started making meals and delivering them to me. The difference that they made was incredible and almost immediate. The biggest factor that impacted how well I performed and really my quality of life was food.

I figured how many people out there are like me that want to look, feel, and perform at their best and don't have the time or the skills to eat optimally. I can't be the only person who would love to feel this way, live this way, and not have to spend two to three hours every day just doing meal prep. It's as simple as offering people that want to perform at a higher level no matter what they're doing an option that allows them still to live their life, and do all the things they need to deal with in their job and their family but still be able to eat healthy and perform well through doing so.

Last time I actually saw my buddy was at a family ski trip in Colorado and he drove me to the airport. We had a great conversation, he had some really good insight, and he was really helpful in listening and was very giving of his time and his focus. After he passed, it changed my perspective way more than I ever would have anticipated as far as what is really important, what really matters. At the end of the day, I want to start a business that he would be proud of and I want him to be proud of me and I think that Factor 75 has been a vehicle for me to do a lot of things in that one, I can help people live a better, fuller life. Two, I can do something that I'm very passionate about and love doing. Three, it can allow me to have the ability to spend more time and more quality time with my family.

The time that you save and the impact that nutrition has can allow you to spend more time and a better quality time with your family doing the things that matter most with the people that matter most and then really enjoying a fuller life because of our service.""",https://www.youtube.com/watch?v=5QyBX1dzGrU
pe6GPJ-aFMA,These FRUITZ are 100% EPIC!,Go wild with Bennie on his adventure to find epic FRUITZ for GoGo squeeZ! He knows epic when he sees it! 🤩,2026-03-10T16:25:25Z,1290370,27,15.0,GoGo squeeZ,These FRUITZ are 100% EPIC! Go wild with Bennie on his adventure to find epic FRUITZ for GoGo squeeZ! He knows epic when he sees it! 🤩,https://www.youtube.com/watch?v=pe6GPJ-aFMA
HGdfRF8dGzM,A GoGo squeeZ Valentine's Day,"Bennie's  on a Valentine’s Day mission: create the perfect valentine for Rosa! But with distractions everywhere, can Bennie deliver his message in time? Watch now to see Bennie and Rosa’s Valentine adventure unfold! 💌",2026-02-09T17:25:02Z,6939692,13,35.0,GoGo squeeZ,"A GoGo squeeZ Valentine's Day Bennie's  on a Valentine’s Day mission: create the perfect valentine for Rosa! But with distractions everywhere, can Bennie deliver his message in time? Watch now to see Bennie and Rosa’s Valentine adventure unfold! 💌",https://www.youtube.com/watch?v=HGdfRF8dGzM
l6X7eBbBLII,Ready to Snap? Snap into a Slim Jim!,When you're ready to snap! SNAP INTO A SLIM JIM!,2025-10-17T14:52:47Z,60971018,13,31.0,Slim Jim,Ready to Snap? Snap into a Slim Jim! When you're ready to snap! SNAP INTO A SLIM JIM!,https://www.youtube.com/watch?v=l6X7eBbBLII
6ADLzl-pIgg,"Yes, you can text with a meat stick",Man spotted texting with a Slim Jim. #meme #meat #shorts #slimjim #lifehacks,2023-01-10T15:21:57Z,13160,31,16.0,Slim Jim,"Yes, you can text with a meat stick Man spotted texting with a Slim Jim. #meme #meat #shorts #slimjim #lifehacks",https://www.youtube.com/watch?v=6ADLzl-pIgg
FLQ7GlGaoqM,Meatball Pizza Cups | BuzzFeed Tasty Junior,"Made with pizza dough, Farm Rich meatballs, and a muffin tin, kids can make these easy meatball cups as appetizers or snacks.",2018-03-05T17:17:24Z,128852,24,55.0,Farm Rich,"Meatball Pizza Cups | BuzzFeed Tasty Junior Made with pizza dough, Farm Rich meatballs, and a muffin tin, kids can make these easy meatball cups as appetizers or snacks.",https://www.youtube.com/watch?v=FLQ7GlGaoqM
XsnuFsc_5V8,"Ore-Ida - ""Napoleon Dynamite"" Tot-Protecting Pants - Commercial",https://linktr.ee/oreidapotatoes,2024-06-19T15:16:05Z,241988,263,31.0,Ore-Ida,"Ore-Ida - ""Napoleon Dynamite"" Tot-Protecting Pants - Commercial https://linktr.ee/oreidapotatoes",https://www.youtube.com/watch?v=XsnuFsc_5V8
oqlFCyWv7ik,Here Comes the Sunbasket - Full Brand Spot,"Since 2014 Sunbasket has been fighting everyday food drudgery by offering meals that deliver the emotional satisfaction of cooking. Our winning formula delivers restaurant-quality meal kits with easy-to-follow instructions — and Fresh & Ready chef-crafted meals to heat and eat in a jiffy. To satisfy anytime cravings, Sunbasket also offers breakfast and lunch items, pasta, proteins, and snacks for good measure. 

Explore our meal plans and start building your first basket at sunbasket.com.

#HereComesTheSunbasket #MoreThanAMealKit",2021-02-05T18:12:59Z,1882689,9,31.0,Sunbasket,"Here Comes the Sunbasket - Full Brand Spot Since 2014 Sunbasket has been fighting everyday food drudgery by offering meals that deliver the emotional satisfaction of cooking. Our winning formula delivers restaurant-quality meal kits with easy-to-follow instructions — and Fresh & Ready chef-crafted meals to heat and eat in a jiffy. To satisfy anytime cravings, Sunbasket also offers breakfast and lunch items, pasta, proteins, and snacks for good measure. 

Explore our meal plans and start building your first basket at sunbasket.com.

#HereComesTheSunbasket #MoreThanAMealKit",https://www.youtube.com/watch?v=oqlFCyWv7ik
6p8WXPA06EI,Birds Eye Chicken Dippers 🍗,Get ready to dip! Always a winner Chicken Dipper.,2025-12-11T14:02:14Z,1978990,62,6.0,Birds Eye,Birds Eye Chicken Dippers 🍗 Get ready to dip! Always a winner Chicken Dipper.,https://www.youtube.com/watch?v=6p8WXPA06EI
WX-xfbCAr5U,Introducing our NEW Fresca Salads & Wraps...👀,Cancel your lunch plans. Our new Citrus Avocado Salad needs your full mouth-attention. Order Now: https://order.elpolloloco.com/,2025-05-15T14:01:00Z,1608299,11,16.0,El Pollo Loco,Introducing our NEW Fresca Salads & Wraps...👀 Cancel your lunch plans. Our new Citrus Avocado Salad needs your full mouth-attention. Order Now: https://order.elpolloloco.com/,https://www.youtube.com/watch?v=WX-xfbCAr5U
_5w03AvIszE,Introducing the Moe Value Meal for $9.95,"$9.95 for all this?! Jr. Burrito, Queso, Chips, Salsa and a Drink. Yup. 

Offer includes one Junior Burrito, one 2 oz side of Queso, and one Regular Drink for $9.95 (excluding taxes & and other upcharges - including Premium Proteins and Burrito add-ons). No substitutions. Valid at select participating Moe’s locations. Not valid with any other offer or reward, or third-party delivery. Other fees and taxes may apply, see checkout for details. Moe’s reserves the right to end or modify this offer at any time. Void where prohibited.",2025-09-09T19:50:13Z,12642991,19,6.0,Moe's Southwest Grill,"Introducing the Moe Value Meal for $9.95 $9.95 for all this?! Jr. Burrito, Queso, Chips, Salsa and a Drink. Yup. 

Offer includes one Junior Burrito, one 2 oz side of Queso, and one Regular Drink for $9.95 (excluding taxes & and other upcharges - including Premium Proteins and Burrito add-ons). No substitutions. Valid at select participating Moe’s locations. Not valid with any other offer or reward, or third-party delivery. Other fees and taxes may apply, see checkout for details. Moe’s reserves the right to end or modify this offer at any time. Void where prohibited.",https://www.youtube.com/watch?v=_5w03AvIszE
ZjDfVdrtl48,Take A Look | Liquid I.V. Game Day 2026 Commercial,"The answer is clear, drink Liquid I.V. 💧

Hydrate here: https://www.liquid-iv.com/",2026-02-09T01:34:05Z,4110868,19,31.0,Liquid I.V.,"Take A Look | Liquid I.V. Game Day 2026 Commercial The answer is clear, drink Liquid I.V. 💧

Hydrate here: https://www.liquid-iv.com/",https://www.youtube.com/watch?v=ZjDfVdrtl48
3eBbrn7I_dY,Take A Look | Liquid I.V. Commercial (Extended Version),"The answer is clear, drink Liquid I.V. 💧

Hydrate here: https://www.liquid-iv.com/",2026-02-09T01:04:35Z,79156,38,61.0,Liquid I.V.,"Take A Look | Liquid I.V. Commercial (Extended Version) The answer is clear, drink Liquid I.V. 💧

Hydrate here: https://www.liquid-iv.com/",https://www.youtube.com/watch?v=3eBbrn7I_dY
g6LGzt4-7aE,#FuelYourPlay with Liquid I.V. 💧,#FuelYourPlay with 2x faster hydration than water alone and 3x the electrolytes of traditional sports drinks 💧 🤸‍♀️,2022-07-21T20:29:20Z,39911,46,31.0,Liquid I.V.,#FuelYourPlay with Liquid I.V. 💧 #FuelYourPlay with 2x faster hydration than water alone and 3x the electrolytes of traditional sports drinks 💧 🤸‍♀️,https://www.youtube.com/watch?v=g6LGzt4-7aE
vKt3SRL_5zs,Knockout City! Francis Ngannou's Tastiest K.O. Ever!  PeaTos® Ad,"Some victories just taste better than others! It's a good thing cheetahs are fast.  
#NewChampion #thepredator #PeaTos #junkfoodwithoutthejunk

Get your ""Junk Food"" without the Junk! More Protein, More Fiber More Fun at Peatos.com",2021-03-16T23:44:47Z,212883,11,31.0,Peatos,"Knockout City! Francis Ngannou's Tastiest K.O. Ever!  PeaTos® Ad Some victories just taste better than others! It's a good thing cheetahs are fast.  
#NewChampion #thepredator #PeaTos #junkfoodwithoutthejunk

Get your ""Junk Food"" without the Junk! More Protein, More Fiber More Fun at Peatos.com",https://www.youtube.com/watch?v=vKt3SRL_5zs
a6BSIFoy6AI,PeaTos Sizzle Reel,"""Junk Food"" Taste, Made From Peas",2020-03-05T18:56:47Z,1005,12,31.0,Peatos,"PeaTos Sizzle Reel ""Junk Food"" Taste, Made From Peas",https://www.youtube.com/watch?v=a6BSIFoy6AI
8an81ApNr_0,Peatos: Always Tasty. Never Corny.,"Peatos is on a mission to change the way the world looks at snacks! It’s us against the big corporate snack machine and we need your help to spread the word. Follow the link 
https://www.indiegogo.com/projects/peatos-always-tasty-never-corny-food-vegan/x/18786800#/",2018-08-20T21:01:57Z,383158,11,31.0,Peatos,"Peatos: Always Tasty. Never Corny. Peatos is on a mission to change the way the world looks at snacks! It’s us against the big corporate snack machine and we need your help to spread the word. Follow the link 
https://www.indiegogo.com/projects/peatos-always-tasty-never-corny-food-vegan/x/18786800#/",https://www.youtube.com/watch?v=8an81ApNr_0
